order_item_id,order_id,product_id,quantity,unit_price
ITEM00139,ORD0088,PROD014,1,300.0
ITEM00140,ORD0088,PROD004,1,450.0
ITEM00141,ORD0089,PROD006,9,8500.0
ITEM00142,ORD0089,PROD008,14,2200.0
ITEM00143,ORD0090,PROD014,20,300.0
ITEM00144,ORD0091,PROD011,1,6000.0
ITEM00145,ORD0092,PROD013,2,600.0
ITEM00146,ORD0092,PROD011,2,6000.0
ITEM00147,ORD0092,PROD009,3,3500.0
ITEM00148,ORD0093,PROD007,1,101.59
ITEM00149,ORD0093,PROD002,1,1200.0
ITEM00150,ORD0094,PROD015,20,4000.0
ITEM00151,ORD0095,PROD013,12,600.0
ITEM00152,ORD0096,PROD012,18,1200.0
ITEM00153,ORD0096,PROD007,6,120.0
ITEM00154,ORD0096,PROD013,8,509.99
ITEM00155,ORD0097,PROD006,3,8500.0
ITEM00156,ORD0098,PROD003,4,800.0
ITEM00157,ORD0099,PROD003,7,800.0
ITEM00158,ORD0100,PROD005,5,1500.0
ITEM00159,ORD0101,PROD004,7,450.0
ITEM00160,ORD0102,PROD013,2,600.0
ITEM00161,ORD0102,PROD015,7,4000.0
ITEM00162,ORD0102,PROD004,2,450.0
ITEM00163,ORD0103,PROD015,2,4000.0
ITEM00164,ORD0103,PROD001,1,5000.0
ITEM00165,ORD0103,PROD006,3,8500.0
ITEM00166,ORD0104,PROD011,3,6000.0
ITEM00167,ORD0104,PROD009,6,3500.0
ITEM00168,ORD0104,PROD008,6,2200.0
ITEM00169,ORD0105,PROD009,9,3500.0
ITEM00170,ORD0105,PROD014,19,300.0
ITEM00171,ORD0106,PROD002,3,1200.0
ITEM00172,ORD0107,PROD005,1,1500.0
ITEM00173,ORD0107,PROD002,1,1200.0
ITEM00174,ORD0108,PROD004,8,450.0
ITEM00175,ORD0109,PROD005,16,1500.0
ITEM00176,ORD0109,PROD007,10,120.0
ITEM00177,ORD0109,PROD012,7,1200.0
ITEM00178,ORD0110,PROD009,6,3500.0
ITEM00179,ORD0111,PROD001,3,5000.0
ITEM00180,ORD0112,PROD008,4,2200.0
ITEM00181,ORD0113,PROD007,2,120.0
ITEM00182,ORD0114,PROD001,3,5000.0
ITEM00183,ORD0114,PROD003,2,800.0
ITEM00184,ORD0114,PROD004,3,450.0
ITEM00185,ORD0115,PROD008,1,2200.0
ITEM00186,ORD0116,PROD010,8,2500.0
ITEM00187,ORD0116,PROD012,2,1200.0
ITEM00188,ORD0117,PROD007,3,120.0
ITEM00189,ORD0118,PROD015,3,4000.0
ITEM00190,ORD0118,PROD009,2,3500.0
ITEM00191,ORD0118,PROD008,5,2200.0
ITEM00192,ORD0119,PROD007,2,120.0
ITEM00193,ORD0119,PROD008,1,1564.36
ITEM00194,ORD0120,PROD013,3,600.0
ITEM00195,ORD0120,PROD004,2,450.0
ITEM00196,ORD0121,PROD009,1,3500.0
ITEM00197,ORD0121,PROD008,2,2200.0
ITEM00198,ORD0122,PROD007,6,120.0
ITEM00199,ORD0123,PROD015,16,4000.0
ITEM00200,ORD0124,PROD015,1,4000.0
ITEM00201,ORD0125,PROD001,1,5000.0
ITEM00202,ORD0126,PROD013,6,600.0
ITEM00203,ORD0126,PROD015,8,3375.86
ITEM00204,ORD0127,PROD002,2,1200.0
ITEM00205,ORD0127,PROD001,1,5000.0
ITEM00206,ORD0127,PROD003,3,800.0
ITEM00207,ORD0128,PROD005,1,1500.0
ITEM00208,ORD0129,PROD002,3,1200.0
ITEM00209,ORD0130,PROD009,3,3500.0
ITEM00210,ORD0131,PROD006,12,8500.0
ITEM00211,ORD0131,PROD014,14,300.0
ITEM00212,ORD0132,PROD005,3,1500.0
ITEM00213,ORD0132,PROD014,2,300.0
ITEM00214,ORD0133,PROD002,2,1200.0
ITEM00215,ORD0133,PROD001,3,5000.0
ITEM00216,ORD0134,PROD002,3,1200.0
ITEM00217,ORD0135,PROD009,3,3500.0
ITEM00218,ORD0135,PROD004,1,450.0
ITEM00219,ORD0135,PROD005,1,1120.53
ITEM00220,ORD0136,PROD013,5,600.0
ITEM00221,ORD0137,PROD014,1,300.0
ITEM00222,ORD0138,PROD005,1,1500.0
ITEM00223,ORD0138,PROD014,3,300.0
ITEM00224,ORD0139,PROD007,2,120.0
ITEM00225,ORD0140,PROD007,1,120.0
ITEM00226,ORD0141,PROD011,1,6000.0
ITEM00227,ORD0141,PROD005,2,1500.0
ITEM00228,ORD0142,PROD013,8,600.0
ITEM00229,ORD0142,PROD006,3,8500.0
ITEM00230,ORD0142,PROD005,4,1500.0
ITEM00231,ORD0143,PROD014,3,300.0
ITEM00232,ORD0143,PROD007,1,120.0
ITEM00233,ORD0144,PROD012,2,1200.0
ITEM00234,ORD0144,PROD011,3,6000.0
ITEM00235,ORD0145,PROD010,6,2500.0
ITEM00236,ORD0145,PROD013,5,600.0
ITEM00237,ORD0146,PROD004,13,450.0
ITEM00238,ORD0146,PROD003,12,800.0
ITEM00239,ORD0146,PROD001,14,5000.0
ITEM00240,ORD0146,PROD005,17,1132.28
ITEM00241,ORD0147,PROD005,3,1500.0
ITEM00242,ORD0148,PROD002,15,1200.0
ITEM00243,ORD0148,PROD005,10,1500.0
ITEM00244,ORD0149,PROD001,5,3858.72
ITEM00245,ORD0150,PROD009,2,3500.0
ITEM00246,ORD0150,PROD004,1,450.0
ITEM00247,ORD0151,PROD006,2,8500.0
ITEM00248,ORD0151,PROD002,2,1200.0
ITEM00249,ORD0152,PROD004,7,450.0
ITEM00250,ORD0153,PROD011,1,6000.0
ITEM00251,ORD0153,PROD001,1,5000.0
ITEM00252,ORD0153,PROD004,2,450.0
ITEM00253,ORD0154,PROD012,1,1200.0
ITEM00254,ORD0155,PROD005,2,1500.0
ITEM00255,ORD0155,PROD015,8,4000.0
ITEM00256,ORD0156,PROD001,1,5000.0
ITEM00257,ORD0156,PROD010,1,2500.0
ITEM00258,ORD0157,PROD002,12,1200.0
ITEM00259,ORD0158,PROD014,7,300.0
ITEM00260,ORD0158,PROD015,7,4000.0
ITEM00261,ORD0159,PROD001,2,5000.0
ITEM00262,ORD0160,PROD007,7,120.0
ITEM00263,ORD0161,PROD005,1,1500.0
ITEM00264,ORD0161,PROD010,2,2500.0
ITEM00265,ORD0161,PROD001,3,4109.04
ITEM00266,ORD0162,PROD009,7,3500.0
ITEM00267,ORD0162,PROD012,6,1200.0
ITEM00268,ORD0162,PROD013,3,600.0
ITEM00269,ORD0163,PROD011,1,6000.0
ITEM00270,ORD0163,PROD012,3,1200.0
ITEM00271,ORD0164,PROD015,12,4000.0
ITEM00272,ORD0165,PROD011,3,6000.0
ITEM00273,ORD0165,PROD009,3,3500.0
ITEM00274,ORD0165,PROD012,3,1200.0
ITEM00275,ORD0165,PROD007,3,120.0
ITEM00276,ORD0166,PROD004,3,450.0
ITEM00277,ORD0167,PROD004,8,450.0
ITEM00278,ORD0168,PROD008,4,2200.0
ITEM00279,ORD0169,PROD004,5,450.0
ITEM00280,ORD0170,PROD006,3,8500.0
ITEM00281,ORD0170,PROD002,2,1200.0
ITEM00282,ORD0170,PROD015,3,4000.0
ITEM00283,ORD0171,PROD004,8,450.0
ITEM00284,ORD0171,PROD010,3,2500.0
ITEM00285,ORD0172,PROD015,2,4000.0
ITEM00286,ORD0173,PROD010,2,2500.0
ITEM00287,ORD0173,PROD005,1,1500.0
ITEM00288,ORD0174,PROD003,3,800.0
ITEM00289,ORD0175,PROD004,2,450.0
ITEM00290,ORD0175,PROD003,5,800.0
ITEM00291,ORD0175,PROD008,6,2200.0
ITEM00292,ORD0176,PROD002,9,1200.0
ITEM00293,ORD0177,PROD001,2,5000.0
ITEM00294,ORD0177,PROD012,8,1200.0
ITEM00295,ORD0177,PROD003,5,800.0
ITEM00296,ORD0178,PROD007,3,120.0
ITEM00297,ORD0179,PROD002,8,1200.0
ITEM00298,ORD0179,PROD006,6,8500.0
ITEM00299,ORD0180,PROD012,1,1200.0
ITEM00300,ORD0181,PROD008,5,2200.0
ITEM00301,ORD0181,PROD007,5,120.0
ITEM00302,ORD0181,PROD011,5,6000.0
ITEM00303,ORD0182,PROD012,3,1200.0
ITEM00304,ORD0182,PROD013,3,600.0
ITEM00305,ORD0183,PROD010,3,2500.0
ITEM00306,ORD0183,PROD015,2,4000.0
ITEM00307,ORD0183,PROD006,1,8500.0
ITEM00308,ORD0184,PROD013,1,600.0
ITEM00309,ORD0184,PROD002,2,1200.0
ITEM00310,ORD0185,PROD009,3,3500.0
ITEM00311,ORD0185,PROD010,2,2500.0
ITEM00312,ORD0186,PROD013,10,600.0
ITEM00313,ORD0187,PROD012,3,1200.0
ITEM00314,ORD0188,PROD010,4,2500.0
ITEM00315,ORD0188,PROD015,4,4000.0
ITEM00316,ORD0189,PROD008,2,2200.0
ITEM00317,ORD0190,PROD015,2,4000.0
ITEM00318,ORD0191,PROD015,3,4000.0
ITEM00319,ORD0191,PROD004,1,450.0
ITEM00320,ORD0192,PROD013,6,600.0
ITEM00321,ORD0192,PROD003,6,800.0
ITEM00322,ORD0192,PROD001,3,4332.5
ITEM00323,ORD0193,PROD004,2,450.0
ITEM00324,ORD0194,PROD012,3,1200.0
ITEM00325,ORD0194,PROD008,2,2200.0
ITEM00326,ORD0195,PROD012,1,1200.0
ITEM00327,ORD0196,PROD005,7,1500.0
ITEM00328,ORD0197,PROD012,1,1200.0
ITEM00329,ORD0197,PROD011,1,6000.0
ITEM00330,ORD0197,PROD002,2,1200.0
ITEM00331,ORD0197,PROD006,2,8500.0
ITEM00332,ORD0198,PROD009,8,3500.0
ITEM00333,ORD0198,PROD011,7,6000.0
ITEM00334,ORD0199,PROD007,3,120.0
ITEM00335,ORD0199,PROD002,3,1200.0
ITEM00336,ORD0199,PROD012,3,992.28
ITEM00337,ORD0200,PROD003,3,800.0
ITEM00338,ORD0201,PROD011,2,6000.0
ITEM00339,ORD0201,PROD004,1,450.0
ITEM00340,ORD0201,PROD005,2,1500.0
ITEM00341,ORD0202,PROD002,3,1200.0
ITEM00342,ORD0202,PROD009,1,3500.0
ITEM00343,ORD0203,PROD010,11,2500.0
ITEM00344,ORD0204,PROD012,13,1200.0
ITEM00345,ORD0205,PROD004,4,450.0
ITEM00346,ORD0205,PROD011,7,6000.0
ITEM00347,ORD0206,PROD014,3,300.0
ITEM00348,ORD0206,PROD004,3,450.0
ITEM00349,ORD0206,PROD005,2,1500.0
ITEM00350,ORD0207,PROD004,1,450.0
ITEM00351,ORD0208,PROD013,19,600.0
ITEM00352,ORD0208,PROD005,18,1500.0
ITEM00353,ORD0208,PROD007,19,120.0
ITEM00354,ORD0209,PROD006,5,8500.0
ITEM00355,ORD0209,PROD012,8,1200.0
ITEM00356,ORD0210,PROD014,2,300.0
ITEM00357,ORD0210,PROD008,1,2200.0
ITEM00358,ORD0210,PROD010,3,2500.0
ITEM00359,ORD0211,PROD007,2,120.0
ITEM00360,ORD0211,PROD001,2,5000.0
ITEM00361,ORD0211,PROD009,2,3500.0
ITEM00362,ORD0212,PROD001,13,5000.0
ITEM00363,ORD0213,PROD011,8,6000.0
ITEM00364,ORD0214,PROD004,3,450.0
ITEM00365,ORD0215,PROD013,8,600.0
ITEM00366,ORD0215,PROD011,15,6000.0
ITEM00367,ORD0216,PROD012,8,1200.0
ITEM00368,ORD0216,PROD001,8,5000.0
ITEM00369,ORD0217,PROD013,2,600.0
ITEM00370,ORD0217,PROD015,6,4000.0
ITEM00371,ORD0217,PROD009,6,3500.0
ITEM00372,ORD0218,PROD009,2,3500.0
ITEM00373,ORD0219,PROD013,1,600.0
ITEM00374,ORD0220,PROD004,12,450.0
ITEM00375,ORD0221,PROD001,3,5000.0
ITEM00376,ORD0222,PROD008,6,2200.0
ITEM00377,ORD0223,PROD004,12,382.49
ITEM00378,ORD0224,PROD007,1,120.0
ITEM00379,ORD0224,PROD011,2,6000.0
ITEM00380,ORD0224,PROD015,1,4000.0
ITEM00381,ORD0225,PROD013,5,509.12
ITEM00382,ORD0225,PROD012,6,1200.0
ITEM00383,ORD0226,PROD012,3,1200.0
ITEM00384,ORD0227,PROD010,2,2500.0
ITEM00385,ORD0228,PROD012,1,1200.0
ITEM00386,ORD0229,PROD002,2,1200.0
ITEM00387,ORD0230,PROD007,5,120.0
ITEM00388,ORD0230,PROD005,5,1500.0
ITEM00389,ORD0231,PROD015,3,4000.0
ITEM00390,ORD0232,PROD001,2,5000.0
ITEM00391,ORD0233,PROD013,5,600.0
ITEM00392,ORD0233,PROD009,2,3500.0
ITEM00393,ORD0233,PROD012,3,1200.0
ITEM00394,ORD0233,PROD002,5,1200.0
ITEM00395,ORD0234,PROD006,3,8500.0
ITEM00396,ORD0234,PROD003,1,800.0
ITEM00397,ORD0235,PROD008,6,2200.0
ITEM00398,ORD0236,PROD010,8,2500.0
ITEM00399,ORD0237,PROD010,1,2500.0
ITEM00400,ORD0237,PROD013,2,600.0
ITEM00401,ORD0238,PROD006,1,7121.3
ITEM00402,ORD0239,PROD014,13,300.0
ITEM00403,ORD0239,PROD001,20,5000.0
ITEM00404,ORD0240,PROD011,3,6000.0
ITEM00405,ORD0241,PROD009,8,3500.0
ITEM00406,ORD0241,PROD015,7,4000.0
ITEM00407,ORD0242,PROD012,1,1200.0
ITEM00408,ORD0243,PROD003,3,800.0
ITEM00409,ORD0243,PROD009,1,3500.0
ITEM00410,ORD0244,PROD001,20,5000.0
ITEM00411,ORD0244,PROD007,18,120.0
ITEM00412,ORD0244,PROD008,14,2200.0
ITEM00413,ORD0244,PROD003,14,800.0
ITEM00414,ORD0245,PROD005,16,1500.0
ITEM00415,ORD0245,PROD009,10,3500.0
ITEM00416,ORD0245,PROD006,11,8500.0
ITEM00417,ORD0246,PROD006,2,8500.0
ITEM00418,ORD0246,PROD009,2,3500.0
ITEM00419,ORD0246,PROD010,3,2500.0
ITEM00420,ORD0246,PROD005,1,1500.0
ITEM00421,ORD0247,PROD008,4,2200.0
ITEM00422,ORD0247,PROD001,3,5000.0
ITEM00423,ORD0248,PROD001,1,5000.0
ITEM00424,ORD0248,PROD005,3,1500.0
ITEM00425,ORD0248,PROD012,1,1200.0
ITEM00426,ORD0248,PROD004,2,450.0
ITEM00427,ORD0249,PROD011,3,6000.0
ITEM00428,ORD0250,PROD001,1,5000.0
ITEM00429,ORD0251,PROD014,14,300.0
ITEM00430,ORD0251,PROD007,17,120.0
ITEM00431,ORD0251,PROD010,11,2500.0
ITEM00432,ORD0252,PROD012,11,1200.0
ITEM00433,ORD0253,PROD002,9,1200.0
ITEM00434,ORD0254,PROD013,15,600.0
ITEM00435,ORD0254,PROD007,13,120.0
ITEM00436,ORD0255,PROD010,2,2500.0
ITEM00437,ORD0255,PROD011,1,6000.0
ITEM00438,ORD0256,PROD002,1,1200.0
ITEM00439,ORD0256,PROD013,1,600.0
ITEM00440,ORD0256,PROD010,1,2500.0
ITEM00441,ORD0256,PROD003,2,800.0
ITEM00442,ORD0257,PROD005,6,1500.0
ITEM00443,ORD0258,PROD007,17,120.0
ITEM00444,ORD0259,PROD006,3,8500.0
ITEM00445,ORD0259,PROD005,1,1500.0
ITEM00446,ORD0260,PROD003,9,800.0
ITEM00447,ORD0260,PROD011,19,6000.0
ITEM00448,ORD0260,PROD005,13,1500.0
ITEM00449,ORD0261,PROD007,4,120.0
ITEM00450,ORD0261,PROD011,8,6000.0
ITEM00451,ORD0262,PROD011,4,6000.0
ITEM00452,ORD0263,PROD009,1,3500.0
ITEM00453,ORD0264,PROD012,2,1200.0
ITEM00454,ORD0265,PROD004,1,450.0
ITEM00455,ORD0266,PROD015,2,4000.0
ITEM00456,ORD0267,PROD001,2,3774.95
ITEM00457,ORD0267,PROD010,2,2500.0
ITEM00458,ORD0268,PROD012,1,1200.0
ITEM00459,ORD0268,PROD005,1,1500.0
ITEM00460,ORD0268,PROD014,2,300.0
ITEM00461,ORD0268,PROD011,3,6000.0
ITEM00462,ORD0269,PROD012,3,1200.0
ITEM00463,ORD0270,PROD001,6,5000.0
ITEM00464,ORD0270,PROD006,3,8500.0
ITEM00465,ORD0270,PROD015,3,4000.0
ITEM00466,ORD0271,PROD007,1,120.0
ITEM00467,ORD0272,PROD001,1,5000.0
ITEM00468,ORD0272,PROD006,2,8500.0
ITEM00469,ORD0273,PROD010,7,2168.64
ITEM00470,ORD0274,PROD006,6,8500.0
ITEM00471,ORD0274,PROD012,4,1200.0
ITEM00472,ORD0274,PROD003,7,800.0
ITEM00473,ORD0275,PROD011,3,6000.0
ITEM00474,ORD0275,PROD001,6,5000.0
ITEM00475,ORD0275,PROD002,4,1200.0
ITEM00476,ORD0276,PROD005,3,1500.0
ITEM00477,ORD0277,PROD003,3,800.0
ITEM00478,ORD0277,PROD011,1,6000.0
ITEM00479,ORD0278,PROD002,2,1200.0
ITEM00480,ORD0278,PROD006,3,8500.0
ITEM00481,ORD0279,PROD002,1,1200.0
ITEM00482,ORD0279,PROD015,1,4000.0
ITEM00483,ORD0279,PROD014,3,300.0
ITEM00484,ORD0280,PROD013,1,600.0
ITEM00485,ORD0280,PROD001,2,5000.0
ITEM00486,ORD0281,PROD004,3,450.0
ITEM00487,ORD0281,PROD005,1,1500.0
ITEM00488,ORD0282,PROD005,5,1500.0
ITEM00489,ORD0282,PROD001,3,5000.0
ITEM00490,ORD0283,PROD007,8,120.0
ITEM00491,ORD0283,PROD004,3,450.0
ITEM00492,ORD0284,PROD012,2,1200.0
ITEM00493,ORD0285,PROD010,16,2500.0
ITEM00494,ORD0286,PROD008,7,2200.0
ITEM00495,ORD0286,PROD014,3,260.08
ITEM00496,ORD0287,PROD009,3,3500.0
ITEM00497,ORD0288,PROD006,14,8500.0
ITEM00498,ORD0288,PROD011,13,6000.0
ITEM00499,ORD0289,PROD005,19,1500.0
ITEM00500,ORD0289,PROD004,8,450.0
ITEM00501,ORD0290,PROD008,19,2200.0
ITEM00502,ORD0290,PROD003,16,800.0
ITEM00503,ORD0291,PROD015,2,4000.0
ITEM00504,ORD0291,PROD001,3,5000.0
ITEM00505,ORD0292,PROD003,2,800.0
ITEM00506,ORD0292,PROD007,1,120.0
ITEM00507,ORD0292,PROD008,2,2200.0
ITEM00508,ORD0293,PROD003,1,800.0
ITEM00509,ORD0294,PROD010,3,2500.0
ITEM00510,ORD0294,PROD015,2,4000.0
ITEM00511,ORD0295,PROD012,2,1200.0
ITEM00512,ORD0296,PROD007,4,120.0
ITEM00513,ORD0297,PROD004,2,450.0
ITEM00514,ORD0297,PROD013,8,600.0
ITEM00515,ORD0297,PROD009,6,3500.0
ITEM00516,ORD0298,PROD009,1,3500.0
ITEM00517,ORD0299,PROD012,3,1200.0
ITEM00518,ORD0299,PROD009,1,3500.0
ITEM00519,ORD0299,PROD004,1,450.0
ITEM00520,ORD0300,PROD013,1,600.0
ITEM00521,ORD0301,PROD003,2,583.6
ITEM00522,ORD0302,PROD005,10,1500.0
ITEM00523,ORD0302,PROD015,11,4000.0
ITEM00524,ORD0302,PROD002,12,1200.0
ITEM00525,ORD0303,PROD013,1,600.0
ITEM00526,ORD0303,PROD006,2,8500.0
ITEM00527,ORD0304,PROD007,11,120.0
ITEM00528,ORD0304,PROD012,17,1200.0
ITEM00529,ORD0305,PROD013,2,600.0
ITEM00530,ORD0305,PROD002,1,1200.0
ITEM00531,ORD0306,PROD005,3,1500.0
ITEM00532,ORD0307,PROD007,7,120.0
ITEM00533,ORD0308,PROD010,1,2500.0
ITEM00534,ORD0308,PROD001,1,5000.0
ITEM00535,ORD0309,PROD006,3,8500.0
ITEM00536,ORD0310,PROD013,7,600.0
ITEM00537,ORD0310,PROD007,9,120.0
ITEM00538,ORD0311,PROD005,2,1500.0
ITEM00539,ORD0312,PROD003,2,800.0
ITEM00540,ORD0313,PROD011,20,5350.22
ITEM00541,ORD0314,PROD003,5,800.0
ITEM00542,ORD0315,PROD008,4,2200.0
ITEM00543,ORD0315,PROD013,2,600.0
ITEM00544,ORD0315,PROD002,5,1200.0
ITEM00545,ORD0316,PROD006,1,8500.0
ITEM00546,ORD0317,PROD008,1,2200.0
ITEM00547,ORD0318,PROD007,2,120.0
ITEM00548,ORD0318,PROD015,3,4000.0
ITEM00549,ORD0318,PROD013,3,600.0
ITEM00550,ORD0318,PROD001,2,5000.0
ITEM00551,ORD0319,PROD012,3,1200.0
ITEM00552,ORD0319,PROD006,1,8500.0
ITEM00553,ORD0320,PROD009,1,3500.0
ITEM00554,ORD0320,PROD013,2,600.0
ITEM00555,ORD0320,PROD007,3,120.0
ITEM00556,ORD0320,PROD011,1,6000.0
ITEM00557,ORD0321,PROD014,5,300.0
ITEM00558,ORD0321,PROD008,4,1921.87
ITEM00559,ORD0322,PROD001,3,5000.0
ITEM00560,ORD0323,PROD006,3,8500.0
ITEM00561,ORD0324,PROD009,2,3500.0
ITEM00562,ORD0324,PROD005,1,1500.0
ITEM00563,ORD0324,PROD003,2,800.0
ITEM00564,ORD0325,PROD006,1,8500.0
ITEM00565,ORD0325,PROD012,2,1200.0
