order_id,customer_id,sales_rep_id,region_id,order_date,shipping_date,order_status,sales_channel,delay_days
ORD0095,CUST072,REP01,REG01,2024-09-04,2024-09-05,Completed,Partner,1
ORD0096,CUST061,REP08,REG04,2024-09-04,2024-09-07,Completed,Online,3
ORD0097,CUST058,REP05,REG03,2024-09-05,2024-09-07,Completed,Partner,2
ORD0098,CUST039,REP06,REG03,2024-09-05,2024-09-07,Completed,Direct,2
ORD0099,CUST005,REP01,REG01,2024-09-06,2024-09-09,Completed,Partner,3
ORD0100,CUST032,REP05,REG03,2024-09-06,2024-09-08,Completed,Online,2
ORD0101,CUST013,REP05,REG03,2024-09-08,2024-09-10,Returned,Online,2
ORD0102,CUST003,REP05,REG03,2024-09-08,2024-09-09,Completed,Online,1
ORD0103,CUST060,REP05,REG03,2024-09-09,2024-09-11,Completed,Direct,2
ORD0104,CUST038,REP06,REG03,2024-09-10,2024-09-13,Completed,Partner,3
ORD0105,CUST061,REP08,REG04,2024-09-11,2024-09-13,Completed,Online,2
ORD0106,CUST041,REP02,REG01,2024-09-11,2024-09-16,Completed,Partner,5
ORD0107,CUST059,REP06,REG03,2024-09-11,2024-09-13,Completed,Direct,2
ORD0108,CUST053,REP05,REG03,2024-09-12,2024-09-13,Completed,Direct,1
ORD0109,CUST045,REP06,REG03,2024-09-13,2024-09-15,Completed,Online,2
ORD0110,CUST012,REP05,REG03,2024-09-13,2024-09-15,Returned,Direct,2
ORD0111,CUST042,REP08,REG04,2024-09-13,2024-09-18,Completed,Partner,5
ORD0112,CUST014,REP07,REG04,2024-09-14,2024-09-23,Returned,Partner,9
ORD0113,CUST057,REP05,REG03,2024-09-14,2024-09-15,Completed,Direct,1
ORD0114,CUST093,REP06,REG03,2024-09-14,2024-09-16,Returned,Direct,2
ORD0115,CUST030,REP01,REG01,2024-09-16,2024-09-19,Returned,Partner,3
ORD0116,CUST002,REP02,REG01,2024-09-16,2024-09-23,Returned,Direct,7
ORD0117,CUST078,REP04,REG02,2024-09-16,2024-09-20,Completed,Direct,4
ORD0118,CUST001,REP06,REG03,2024-09-17,2024-09-24,Returned,Direct,7
ORD0119,CUST006,REP03,REG02,2024-09-17,2024-09-20,Completed,Direct,3
ORD0120,CUST044,REP06,REG03,2024-09-17,2024-09-19,Completed,Direct,2
ORD0121,CUST057,REP02,REG01,2024-09-17,2024-09-19,Completed,Online,2
ORD0122,CUST096,REP01,REG01,2024-09-18,2024-09-19,Completed,Direct,1
ORD0123,CUST071,REP08,REG04,2024-09-20,2024-10-01,Completed,Online,11
ORD0124,CUST023,REP02,REG01,2024-09-20,2024-09-22,Completed,Direct,2
ORD0125,CUST083,REP06,REG03,2024-09-22,2024-09-24,Completed,Online,2
ORD0126,CUST012,REP02,REG01,2024-09-24,2024-09-27,Completed,Partner,3
ORD0127,CUST041,REP04,REG02,2024-09-24,2024-09-26,Completed,Online,2
ORD0128,CUST054,REP02,REG01,2024-09-24,2024-09-25,Completed,Online,1
ORD0129,CUST017,REP08,REG04,2024-09-25,2024-10-04,Cancelled,Direct,9
ORD0130,CUST100,REP01,REG01,2024-09-26,2024-09-28,Completed,Online,2
ORD0131,CUST021,REP07,REG04,2024-09-26,2024-09-30,Completed,Partner,4
ORD0132,CUST068,REP04,REG02,2024-09-27,2024-09-30,Completed,Direct,3
ORD0133,CUST048,REP06,REG03,2024-09-27,2024-09-30,Completed,Online,3
ORD0134,CUST038,REP01,REG01,2024-09-27,2024-09-30,Completed,Direct,3
ORD0135,CUST028,REP06,REG03,2024-09-28,2024-09-30,Completed,Partner,2
ORD0136,CUST002,REP03,REG02,2024-09-29,2024-10-01,Completed,Direct,2
ORD0137,CUST057,REP08,REG04,2024-09-29,2024-10-10,Returned,Direct,11
ORD0138,CUST088,REP01,REG01,2024-09-30,2024-10-02,Completed,Direct,2
ORD0139,CUST064,REP07,REG04,2024-09-30,2024-10-05,Completed,Online,5
ORD0140,CUST050,REP06,REG03,2024-09-30,2024-10-02,Completed,Online,2
ORD0141,CUST059,REP05,REG03,2024-09-30,2024-10-01,Completed,Partner,1
ORD0142,CUST037,REP04,REG02,2024-10-01,2024-10-03,Completed,Direct,2
ORD0143,CUST058,REP07,REG04,2024-10-01,2024-10-08,Returned,Online,7
ORD0144,CUST008,REP06,REG03,2024-10-02,2024-10-03,Completed,Online,1
ORD0145,CUST073,REP06,REG03,2024-10-03,2024-10-04,Completed,Online,1
ORD0146,CUST036,REP01,REG01,2024-10-03,2024-10-06,Completed,Partner,3
ORD0147,CUST019,REP06,REG03,2024-10-03,2024-10-05,Completed,Direct,2
ORD0148,CUST063,REP07,REG04,2024-10-03,2024-10-04,Completed,Direct,1
ORD0149,CUST029,REP02,REG01,2024-10-03,2024-10-06,Completed,Partner,3
ORD0150,CUST023,REP03,REG02,2024-10-05,2024-10-06,Completed,Direct,1
ORD0151,CUST089,REP02,REG01,2024-10-05,2024-10-08,Completed,Online,3
ORD0152,CUST046,REP08,REG04,2024-10-05,2024-10-07,Completed,Partner,2
ORD0153,CUST089,REP02,REG01,2024-10-05,2024-10-06,Completed,Direct,1
ORD0154,CUST064,REP02,REG01,2024-10-05,2024-10-06,Completed,Direct,1
ORD0155,CUST095,REP02,REG01,2024-10-05,2024-10-10,Completed,Direct,5
ORD0156,CUST079,REP01,REG01,2024-10-06,2024-10-08,Completed,Online,2
ORD0157,CUST072,REP03,REG02,2024-10-06,2024-10-08,Returned,Direct,2
ORD0158,CUST025,REP02,REG01,2024-10-07,2024-10-14,Returned,Direct,7
ORD0159,CUST050,REP03,REG02,2024-10-07,2024-10-09,Completed,Direct,2
ORD0160,CUST049,REP01,REG01,2024-10-07,2024-10-09,Completed,Direct,2
ORD0161,CUST092,REP05,REG03,2024-10-07,2024-10-08,Completed,Partner,1
ORD0162,CUST014,REP02,REG01,2024-10-08,2024-10-10,Completed,Partner,2
ORD0163,CUST098,REP07,REG04,2024-10-08,2024-10-12,Completed,Partner,4
ORD0164,CUST086,REP06,REG03,2024-10-09,2024-10-11,Completed,Direct,2
ORD0165,CUST028,REP01,REG01,2024-10-09,2024-10-12,Completed,Partner,3
ORD0166,CUST022,REP04,REG02,2024-10-09,2024-10-12,Completed,Direct,3
ORD0167,CUST013,REP01,REG01,2024-10-09,2024-10-10,Completed,Online,1
ORD0168,CUST003,REP03,REG02,2024-10-09,2024-10-10,Completed,Online,1
ORD0169,CUST084,REP08,REG04,2024-10-10,2024-10-24,Returned,Direct,14
ORD0170,CUST079,REP04,REG02,2024-10-10,2024-10-11,Completed,Partner,1
ORD0171,CUST075,REP07,REG04,2024-10-10,2024-10-19,Completed,Partner,9
ORD0172,CUST068,REP05,REG03,2024-10-10,2024-10-11,Completed,Partner,1
ORD0173,CUST024,REP02,REG01,2024-10-10,2024-10-11,Returned,Direct,1
ORD0174,CUST041,REP07,REG04,2024-10-11,2024-10-22,Returned,Partner,11
ORD0175,CUST033,REP07,REG04,2024-10-11,2024-10-14,Completed,Direct,3
ORD0176,CUST063,REP06,REG03,2024-10-11,2024-10-12,Completed,Online,1
ORD0177,CUST013,REP08,REG04,2024-10-11,2024-10-18,Cancelled,Online,7
ORD0178,CUST023,REP01,REG01,2024-10-11,2024-10-13,Completed,Online,2
ORD0179,CUST033,REP02,REG01,2024-10-11,2024-10-13,Completed,Direct,2
ORD0180,CUST070,REP08,REG04,2024-10-12,2024-10-17,Completed,Online,5
ORD0181,CUST039,REP04,REG02,2024-10-13,2024-10-14,Completed,Online,1
ORD0182,CUST092,REP07,REG04,2024-10-14,2024-10-15,Cancelled,Direct,1
ORD0183,CUST068,REP01,REG01,2024-10-14,2024-10-16,Completed,Direct,2
ORD0184,CUST016,REP01,REG01,2024-10-15,2024-10-17,Completed,Direct,2
ORD0185,CUST056,REP06,REG03,2024-10-17,2024-10-18,Completed,Online,1
ORD0186,CUST082,REP08,REG04,2024-10-17,2024-10-18,Completed,Online,1
ORD0187,CUST030,REP08,REG04,2024-10-18,2024-10-19,Completed,Direct,1
ORD0188,CUST099,REP05,REG03,2024-10-18,2024-10-20,Completed,Online,2
ORD0189,CUST009,REP05,REG03,2024-10-19,2024-10-20,Completed,Partner,1
ORD0190,CUST059,REP06,REG03,2024-10-21,2024-10-23,Returned,Online,2
ORD0191,CUST070,REP03,REG02,2024-10-21,2024-10-22,Completed,Direct,1
ORD0192,CUST010,REP02,REG01,2024-10-21,2024-10-22,Cancelled,Online,1
ORD0193,CUST017,REP05,REG03,2024-10-21,2024-10-23,Completed,Direct,2
ORD0194,CUST064,REP07,REG04,2024-10-21,2024-11-01,Completed,Direct,11
ORD0195,CUST009,REP07,REG04,2024-10-22,2024-10-26,Completed,Direct,4
ORD0196,CUST035,REP03,REG02,2024-10-22,2024-10-24,Completed,Partner,2
ORD0197,CUST090,REP03,REG02,2024-10-23,2024-10-25,Completed,Direct,2
ORD0198,CUST053,REP03,REG02,2024-10-25,2024-10-27,Completed,Direct,2
ORD0199,CUST090,REP06,REG03,2024-10-25,2024-10-26,Cancelled,Direct,1
ORD0200,CUST058,REP03,REG02,2024-10-25,2024-10-28,Completed,Partner,3
ORD0201,CUST088,REP08,REG04,2024-10-25,2024-10-30,Returned,Direct,5
ORD0202,CUST016,REP02,REG01,2024-10-26,2024-10-28,Returned,Online,2
ORD0203,CUST063,REP02,REG01,2024-10-27,2024-10-29,Completed,Online,2
ORD0204,CUST036,REP05,REG03,2024-10-27,2024-10-29,Returned,Online,2
ORD0205,CUST012,REP06,REG03,2024-10-27,2024-10-28,Completed,Partner,1
ORD0206,CUST078,REP08,REG04,2024-10-28,2024-11-11,Completed,Online,14
ORD0207,CUST059,REP02,REG01,2024-10-28,2024-10-30,Completed,Partner,2
ORD0208,CUST026,REP07,REG04,2024-10-28,2024-10-29,Completed,Direct,1
ORD0209,CUST052,REP08,REG04,2024-10-28,2024-11-04,Returned,Direct,7
ORD0210,CUST009,REP03,REG02,2024-10-28,2024-10-30,Completed,Partner,2
ORD0211,CUST098,REP03,REG02,2024-10-29,2024-10-31,Returned,Direct,2
ORD0212,CUST047,REP05,REG03,2024-10-29,2024-10-30,Returned,Direct,1
ORD0213,CUST010,REP05,REG03,2024-10-30,2024-11-04,Completed,Online,5
ORD0214,CUST088,REP03,REG02,2024-11-01,2024-11-04,Completed,Online,3
ORD0215,CUST015,REP01,REG01,2024-11-01,2024-11-04,Returned,Direct,3
ORD0216,CUST075,REP05,REG03,2024-11-01,2024-11-05,Completed,Online,4
ORD0217,CUST043,REP05,REG03,2024-11-02,2024-11-04,Completed,Online,2
ORD0218,CUST097,REP05,REG03,2024-11-02,2024-11-04,Completed,Direct,2
ORD0219,CUST023,REP04,REG02,2024-11-03,2024-11-06,Completed,Direct,3
ORD0220,CUST035,REP06,REG03,2024-11-03,2024-11-04,Completed,Online,1
ORD0221,CUST048,REP04,REG02,2024-11-03,2024-11-04,Completed,Online,1
ORD0222,CUST071,REP07,REG04,2024-11-05,2024-11-07,Completed,Direct,2
ORD0223,CUST063,REP06,REG03,2024-11-05,2024-11-12,Returned,Direct,7
ORD0224,CUST017,REP05,REG03,2024-11-05,2024-11-10,Completed,Partner,5
ORD0225,CUST005,REP04,REG02,2024-11-05,2024-11-09,Completed,Direct,4
ORD0226,CUST004,REP08,REG04,2024-11-06,2024-11-17,Returned,Partner,11
ORD0227,CUST059,REP07,REG04,2024-11-07,2024-11-11,Completed,Direct,4
ORD0228,CUST074,REP05,REG03,2024-11-08,2024-11-11,Completed,Online,3
ORD0229,CUST019,REP02,REG01,2024-11-08,2024-11-10,Completed,Direct,2
ORD0230,CUST029,REP06,REG03,2024-11-08,2024-11-09,Completed,Online,1
ORD0231,CUST055,REP01,REG01,2024-11-08,2024-11-09,Completed,Partner,1
ORD0232,CUST088,REP03,REG02,2024-11-09,2024-11-11,Completed,Direct,2
ORD0233,CUST095,REP05,REG03,2024-11-09,2024-11-12,Completed,Partner,3
ORD0234,CUST006,REP05,REG03,2024-11-09,2024-11-14,Completed,Direct,5
ORD0235,CUST002,REP05,REG03,2024-11-09,2024-11-11,Completed,Online,2
ORD0236,CUST091,REP04,REG02,2024-11-09,2024-11-11,Completed,Direct,2
ORD0237,CUST093,REP07,REG04,2024-11-10,2024-11-19,Completed,Direct,9
ORD0238,CUST023,REP08,REG04,2024-11-11,2024-11-16,Completed,Online,5
ORD0239,CUST021,REP08,REG04,2024-11-12,2024-11-19,Cancelled,Online,7
ORD0240,CUST046,REP08,REG04,2024-11-14,2024-11-19,Completed,Partner,5
ORD0241,CUST037,REP06,REG03,2024-11-14,2024-11-15,Completed,Online,1
ORD0242,CUST051,REP05,REG03,2024-11-15,2024-11-17,Completed,Online,2
ORD0243,CUST056,REP08,REG04,2024-11-15,2024-11-24,Completed,Online,9
ORD0244,CUST066,REP07,REG04,2024-11-16,2024-11-25,Completed,Partner,9
ORD0245,CUST026,REP05,REG03,2024-11-16,2024-11-17,Completed,Direct,1
ORD0246,CUST077,REP08,REG04,2024-11-16,2024-11-19,Completed,Direct,3
ORD0247,CUST033,REP02,REG01,2024-11-16,2024-11-18,Completed,Direct,2
ORD0248,CUST060,REP04,REG02,2024-11-16,2024-11-18,Completed,Direct,2
ORD0249,CUST078,REP03,REG02,2024-11-17,2024-11-19,Completed,Partner,2
ORD0250,CUST030,REP08,REG04,2024-11-17,2024-11-20,Completed,Online,3
ORD0251,CUST026,REP01,REG01,2024-11-17,2024-11-20,Completed,Online,3
ORD0252,CUST036,REP01,REG01,2024-11-17,2024-11-22,Completed,Online,5
ORD0253,CUST066,REP01,REG01,2024-11-18,2024-11-21,Completed,Online,3
ORD0254,CUST015,REP05,REG03,2024-11-18,2024-11-22,Completed,Direct,4
ORD0255,CUST090,REP06,REG03,2024-11-18,2024-11-23,Completed,Online,5
ORD0256,CUST020,REP08,REG04,2024-11-18,2024-11-25,Returned,Direct,7
ORD0257,CUST039,REP01,REG01,2024-11-19,2024-11-20,Completed,Online,1
ORD0258,CUST086,REP07,REG04,2024-11-19,2024-11-20,Completed,Direct,1
ORD0259,CUST042,REP03,REG02,2024-11-19,2024-11-21,Completed,Direct,2
ORD0260,CUST061,REP05,REG03,2024-11-20,2024-11-21,Completed,Online,1
ORD0261,CUST005,REP06,REG03,2024-11-20,2024-11-21,Completed,Online,1
ORD0262,CUST039,REP05,REG03,2024-11-20,2024-11-25,Completed,Direct,5
ORD0263,CUST083,REP08,REG04,2024-11-20,2024-12-01,Returned,Direct,11
ORD0264,CUST010,REP04,REG02,2024-11-20,2024-11-22,Completed,Online,2
ORD0265,CUST078,REP02,REG01,2024-11-22,2024-11-24,Completed,Partner,2
ORD0266,CUST076,REP03,REG02,2024-11-23,2024-11-26,Completed,Online,3
ORD0267,CUST074,REP08,REG04,2024-11-23,2024-11-25,Completed,Online,2
ORD0268,CUST009,REP07,REG04,2024-11-23,2024-11-27,Completed,Online,4
ORD0269,CUST004,REP01,REG01,2024-11-23,2024-11-24,Completed,Online,1
ORD0270,CUST099,REP06,REG03,2024-11-23,2024-11-24,Returned,Partner,1
ORD0271,CUST060,REP08,REG04,2024-11-24,2024-12-01,Returned,Direct,7
ORD0272,CUST058,REP07,REG04,2024-11-24,2024-11-28,Returned,Online,4
ORD0273,CUST099,REP02,REG01,2024-11-25,2024-11-26,Completed,Direct,1
ORD0274,CUST032,REP07,REG04,2024-11-25,2024-12-09,Returned,Partner,14
ORD0275,CUST032,REP07,REG04,2024-11-25,2024-11-28,Completed,Direct,3
ORD0276,CUST092,REP02,REG01,2024-11-26,2024-11-30,Completed,Online,4
ORD0277,CUST016,REP01,REG01,2024-11-27,2024-11-29,Completed,Direct,2
ORD0278,CUST008,REP01,REG01,2024-11-27,2024-11-28,Completed,Online,1
ORD0279,CUST050,REP01,REG01,2024-11-27,2024-11-29,Returned,Direct,2
ORD0280,CUST023,REP06,REG03,2024-11-28,2024-11-30,Completed,Partner,2
ORD0281,CUST080,REP05,REG03,2024-11-29,2024-12-01,Returned,Partner,2
ORD0282,CUST005,REP07,REG04,2024-11-29,2024-12-06,Returned,Partner,7
ORD0283,CUST075,REP06,REG03,2024-12-01,2024-12-04,Completed,Direct,3
ORD0284,CUST041,REP08,REG04,2024-12-02,2024-12-11,Cancelled,Direct,9
ORD0285,CUST087,REP07,REG04,2024-12-02,2024-12-05,Completed,Online,3
ORD0286,CUST084,REP06,REG03,2024-12-03,2024-12-06,Completed,Partner,3
ORD0287,CUST058,REP04,REG02,2024-12-04,2024-12-08,Completed,Online,4
ORD0288,CUST087,REP04,REG02,2024-12-04,2024-12-08,Completed,Direct,4
ORD0289,CUST015,REP05,REG03,2024-12-04,2024-12-07,Completed,Direct,3
ORD0290,CUST040,REP08,REG04,2024-12-04,2024-12-08,Completed,Direct,4
ORD0291,CUST077,REP05,REG03,2024-12-04,2024-12-06,Completed,Online,2
ORD0292,CUST068,REP08,REG04,2024-12-05,2024-12-08,Completed,Online,3
ORD0293,CUST079,REP06,REG03,2024-12-06,2024-12-07,Completed,Partner,1
ORD0294,CUST030,REP07,REG04,2024-12-06,2024-12-15,Returned,Direct,9
ORD0295,CUST070,REP06,REG03,2024-12-06,2024-12-08,Completed,Partner,2
ORD0296,CUST052,REP03,REG02,2024-12-06,2024-12-08,Completed,Direct,2
ORD0297,CUST007,REP01,REG01,2024-12-07,2024-12-10,Completed,Partner,3
ORD0298,CUST089,REP07,REG04,2024-12-08,2024-12-09,Completed,Direct,1
ORD0299,CUST088,REP08,REG04,2024-12-09,2024-12-20,Returned,Online,11
ORD0300,CUST078,REP01,REG01,2024-12-10,2024-12-13,Completed,Online,3
ORD0301,CUST097,REP05,REG03,2024-12-10,2024-12-14,Completed,Online,4
ORD0302,CUST086,REP02,REG01,2024-12-10,2024-12-12,Completed,Direct,2
ORD0303,CUST059,REP06,REG03,2024-12-10,2024-12-12,Returned,Direct,2
ORD0304,CUST045,REP04,REG02,2024-12-10,2024-12-11,Completed,Direct,1
ORD0305,CUST058,REP01,REG01,2024-12-11,2024-12-13,Completed,Direct,2
ORD0306,CUST062,REP03,REG02,2024-12-11,2024-12-16,Completed,Online,5
ORD0307,CUST021,REP02,REG01,2024-12-11,2024-12-13,Returned,Direct,2
ORD0308,CUST016,REP08,REG04,2024-12-12,2024-12-17,Completed,Online,5
ORD0309,CUST054,REP01,REG01,2024-12-13,2024-12-14,Completed,Direct,1
ORD0310,CUST061,REP07,REG04,2024-12-13,2024-12-22,Completed,Direct,9
ORD0311,CUST022,REP06,REG03,2024-12-13,2024-12-14,Completed,Online,1
ORD0312,CUST062,REP06,REG03,2024-12-14,2024-12-16,Completed,Direct,2
ORD0313,CUST063,REP07,REG04,2024-12-14,2024-12-28,Returned,Direct,14
ORD0314,CUST069,REP06,REG03,2024-12-14,2024-12-16,Completed,Online,2
ORD0315,CUST039,REP02,REG01,2024-12-14,2024-12-15,Completed,Online,1
ORD0316,CUST089,REP03,REG02,2024-12-14,2024-12-16,Completed,Direct,2
ORD0317,CUST051,REP02,REG01,2024-12-15,2024-12-16,Completed,Online,1
ORD0318,CUST064,REP02,REG01,2024-12-15,2024-12-16,Completed,Online,1
ORD0319,CUST017,REP02,REG01,2024-12-15,2024-12-19,Completed,Online,4
ORD0320,CUST058,REP01,REG01,2024-12-16,2024-12-18,Completed,Online,2
ORD0321,CUST018,REP04,REG02,2024-12-16,2024-12-17,Completed,Online,1
ORD0322,CUST016,REP05,REG03,2024-12-16,2024-12-17,Completed,Direct,1
ORD0323,CUST042,REP02,REG01,2024-12-16,2024-12-18,Completed,Online,2
ORD0324,CUST051,REP08,REG04,2024-12-17,2024-12-26,Completed,Direct,9
ORD0325,CUST062,REP06,REG03,2024-12-18,2024-12-23,Completed,Partner,5
